customer_id,recency_days,transaction_count,amount,recency_score,frequency_score,monetary_score,rfm_score
4778,245,8,949,2,2,3,223
9413,163,8,863,3,2,3,323
20219,132,8,747,3,2,2,322
29972,139,11,1040,3,4,4,344
39136,41,4,369,5,1,1,511
21966,116,6,710,4,1,2,412
39549,190,18,2117,2,5,5,255
10411,30,14,1283,5,5,5,555
19426,85,9,936,4,2,3,423
22434,183,9,1017,2,2,4,224
3568,70,10,1379,5,3,5,535
28011,10,14,1360,5,5,5,555
32620,254,11,1243,2,4,5,245
15933,113,13,1618,4,5,5,455
32361,158,13,1246,3,5,5,355
14446,219,10,511,2,3,1,231
11244,469,9,832,1,2,3,123
39878,435,9,691,1,2,2,122
24554,301,10,938,1,3,3,133
14668,66,13,1576,5,5,5,555
17939,66,10,1381,5,3,5,535
23455,217,10,1169,2,3,4,234
30846,78,6,596,4,1,1,411
33928,125,12,1357,4,4,5,445
7468,181,14,1454,2,5,5,255
6182,16,12,1452,5,4,5,545
7133,123,14,1204,4,5,4,454
29768,30,6,460,5,1,1,511
15837,74,11,1248,5,4,5,545
37034,142,7,732,3,1,2,312
15162,47,8,687,5,2,2,522
36394,32,7,413,5,1,1,511
8,572,6,615,1,1,1,111
11725,71,2,262,5,1,1,511
22207,183,11,903,2,4,3,243
39130,189,11,604,2,4,1,241
30758,271,5,520,1,1,1,111
30512,46,9,879,5,2,3,523
6049,548,7,647,1,1,2,112
18582,117,9,730,4,2,2,422
27153,229,10,828,2,3,3,233
14719,100,13,1127,4,5,4,454
37899,192,14,1345,2,5,5,255
12889,247,11,879,2,4,3,243
33636,282,11,1178,1,4,4,144
23258,214,7,784,2,1,2,212
34803,31,18,1440,5,5,5,555
10467,132,10,575,3,3,1,331
36425,149,13,1360,3,5,5,355
4055,111,10,1075,4,3,4,434
26341,276,9,884,1,2,3,123
18751,63,9,992,5,2,3,523
14382,109,14,1686,4,5,5,455
32656,98,6,519,4,1,1,411
3078,58,13,1252,5,5,5,555
16699,156,7,435,3,1,1,311
33145,144,8,855,3,2,3,323
7435,167,9,801,3,2,2,322
30151,54,14,1520,5,5,5,555
24300,125,12,1302,4,4,5,445
8368,128,9,1135,3,2,4,324
24873,214,7,547,2,1,1,211
36768,123,14,1611,4,5,5,455
29337,12,12,1075,5,4,4,544
37588,355,7,532,1,1,1,111
28542,54,11,1201,5,4,4,544
24069,258,7,368,2,1,1,211
38641,5,5,513,5,1,1,511
19172,6,16,1366,5,5,5,555
39727,176,7,724,3,1,2,312
38780,66,13,1114,5,5,4,554
7803,176,6,447,3,1,1,311
15839,13,13,1287,5,5,5,555
12388,82,15,1307,4,5,5,455
27562,156,13,1314,3,5,5,355
12747,164,13,1068,3,5,4,354
35084,184,9,852,2,2,3,223
23514,6,12,936,5,4,3,543
15196,81,7,689,4,1,2,412
32950,47,11,1120,5,4,4,544
36711,130,12,1009,3,4,4,344
9806,115,5,464,4,1,1,411
10951,265,7,668,2,1,2,212
1432,530,5,526,1,1,1,111
1182,193,7,868,2,1,3,213
16409,218,10,996,2,3,3,233
37237,459,11,922,1,4,3,143
4008,103,9,902,4,2,3,423
23004,154,11,1187,3,4,4,344
23231,25,6,649,5,1,2,512
37299,161,7,524,3,1,1,311
18331,5,12,1385,5,4,5,545
631,187,17,1356,2,5,5,255
15721,164,10,1006,3,3,4,334
28761,198,11,964,2,4,3,243
18507,62,10,1097,5,3,4,534
36985,33,16,1584,5,5,5,555
12271,29,8,929,5,2,3,523
35126,55,12,1280,5,4,5,545
6155,437,7,618,1,1,1,111
8758,168,11,1227,3,4,5,345
39756,534,6,590,1,1,1,111
33087,159,11,787,3,4,2,342
34455,113,11,907,4,4,3,443
29370,425,8,674,1,2,2,122
13457,6,16,1468,5,5,5,555
36360,214,16,1178,2,5,4,254
21578,122,13,1350,4,5,5,455
4842,42,7,820,5,1,2,512
24645,75,8,789,5,2,2,522
17910,205,11,963,2,4,3,243
23590,274,7,799,1,1,2,112
16309,178,8,684,2,2,2,222
36398,70,8,476,5,2,1,521
11648,136,9,765,3,2,2,322
7918,31,8,1037,5,2,4,524
21071,391,10,729,1,3,2,132
18959,211,5,507,2,1,1,211
29043,8,12,1477,5,4,5,545
23153,419,6,467,1,1,1,111
23629,23,18,1743,5,5,5,555
37324,144,9,893,3,2,3,323
1086,52,10,1056,5,3,4,534
14076,189,11,1217,2,4,4,244
29175,187,7,733,2,1,2,212
24327,442,6,407,1,1,1,111
38759,153,11,792,3,4,2,342
5953,170,9,1081,3,2,4,324
21811,221,12,855,2,4,3,243
1406,356,10,848,1,3,3,133
6601,118,15,1632,4,5,5,455
20542,140,9,686,3,2,2,322
19037,177,9,831,2,2,3,223
13671,105,8,708,4,2,2,422
1456,195,10,1341,2,3,5,235
7371,214,10,1098,2,3,4,234
7197,309,9,721,1,2,2,122
39907,97,12,1423,4,4,5,445
1603,280,7,571,1,1,1,111
15085,53,21,1901,5,5,5,555
31573,257,10,991,2,3,3,233
24459,211,11,942,2,4,3,243
3287,93,20,2244,4,5,5,455
2384,123,12,1155,4,4,4,444
37481,90,7,547,4,1,1,411
5384,274,7,590,1,1,1,111
29884,184,10,1019,2,3,4,234
29508,119,10,1173,4,3,4,434
2953,43,12,1403,5,4,5,545
30910,80,19,1852,4,5,5,455
21577,184,10,1284,2,3,5,235
14464,579,3,165,1,1,1,111
21123,188,9,895,2,2,3,223
39262,237,12,880,2,4,3,243
5533,14,12,805,5,4,2,542
4679,159,6,786,3,1,2,312
17827,150,5,507,3,1,1,311
20379,74,16,1558,5,5,5,555
21771,362,10,1290,1,3,5,135
27921,487,2,85,1,1,1,111
27951,101,10,1076,4,3,4,434
27479,177,11,698,2,4,2,242
10861,293,8,604,1,2,1,121
24815,141,11,1271,3,4,5,345
1275,92,11,1113,4,4,4,444
17365,175,5,593,3,1,1,311
8863,120,6,589,4,1,1,411
31070,279,8,627,1,2,1,121
13188,300,7,614,1,1,1,111
7833,481,7,1003,1,1,4,114
10980,177,5,589,2,1,1,211
7290,304,10,989,1,3,3,133
319,651,6,475,1,1,1,111
13092,37,10,894,5,3,3,533
22300,139,10,787,3,3,2,332
3271,135,12,1494,3,4,5,345
23517,222,10,1219,2,3,4,234
29449,85,11,1120,4,4,4,444
24224,107,7,582,4,1,1,411
29665,62,6,656,5,1,2,512
37919,158,7,650,3,1,2,312
3154,60,10,895,5,3,3,533
22131,128,11,1012,3,4,4,344
36720,141,13,1075,3,5,4,354
18647,89,6,640,4,1,1,411
36047,330,10,1035,1,3,4,134
31859,85,13,1005,4,5,4,454
22170,160,8,884,3,2,3,323
9049,116,13,879,4,5,3,453
7813,163,8,856,3,2,3,323
29792,122,9,782,4,2,2,422
19416,123,5,535,4,1,1,411
37911,440,5,510,1,1,1,111
36965,97,7,597,4,1,1,411
19960,153,8,720,3,2,2,322
10483,249,10,761,2,3,2,232
1512,213,9,993,2,2,3,223
25619,143,11,921,3,4,3,343
26295,187,14,1843,2,5,5,255
22699,210,12,1265,2,4,5,245
14239,108,12,970,4,4,3,443
30526,104,14,1005,4,5,4,454
9442,67,12,1082,5,4,4,544
30384,167,8,706,3,2,2,322
39309,221,8,491,2,2,1,221
15322,273,10,1305,1,3,5,135
13714,152,9,806,3,2,2,322
487,40,10,1191,5,3,4,534
24364,207,7,757,2,1,2,212
34518,98,7,833,4,1,3,413
33766,307,8,688,1,2,2,122
34195,124,4,507,4,1,1,411
3734,463,7,572,1,1,1,111
15128,207,10,1112,2,3,4,234
39858,181,12,1134,2,4,4,244
1063,382,6,715,1,1,2,112
6322,166,15,1318,3,5,5,355
18736,34,13,851,5,5,3,553
31315,3,12,907,5,4,3,543
3975,209,7,575,2,1,1,211
23570,440,6,569,1,1,1,111
29592,10,4,398,5,1,1,511
10763,527,6,430,1,1,1,111
36335,79,17,1143,4,5,4,454
11330,266,9,849,1,2,3,123
24273,103,12,965,4,4,3,443
37187,3,6,384,5,1,1,511
37817,151,8,491,3,2,1,321
7890,120,9,945,4,2,3,423
850,48,11,1152,5,4,4,544
1059,23,17,1508,5,5,5,555
37051,99,6,369,4,1,1,411
37430,75,8,916,5,2,3,523
25483,168,13,1564,3,5,5,355
13940,51,15,1216,5,5,4,554
33749,85,5,567,4,1,1,411
26890,20,10,1326,5,3,5,535
31808,214,9,987,2,2,3,223
37449,16,9,752,5,2,2,522
2261,38,13,1380,5,5,5,555
19988,99,8,554,4,2,1,421
27303,177,8,785,2,2,2,222
8526,158,11,840,3,4,3,343
9792,453,8,666,1,2,2,122
3340,337,7,617,1,1,1,111
21807,261,12,1159,2,4,4,244
26577,161,9,767,3,2,2,322
10479,199,8,878,2,2,3,223
5001,391,12,1109,1,4,4,144
35406,453,8,892,1,2,3,123
5690,206,14,1362,2,5,5,255
31732,250,7,529,2,1,1,211
19355,235,5,483,2,1,1,211
24710,100,10,813,4,3,2,432
22019,69,8,703,5,2,2,522
577,112,14,1386,4,5,5,455
9349,96,6,465,4,1,1,411
13846,39,11,929,5,4,3,543
13617,339,7,660,1,1,2,112
12217,54,13,1176,5,5,4,554
14214,419,8,824,1,2,2,122
29718,76,10,1192,5,3,4,534
12697,44,9,606,5,2,1,521
13045,229,6,758,2,1,2,212
13966,168,6,436,3,1,1,311
36803,244,12,1169,2,4,4,244
10031,114,12,856,4,4,3,443
17130,74,10,943,5,3,3,533
13964,68,16,1447,5,5,5,555
1639,4,9,838,5,2,3,523
2613,372,7,538,1,1,1,111
35482,106,11,1004,4,4,4,444
24591,185,9,581,2,2,1,221
15385,242,13,1206,2,5,4,254
39978,270,8,418,1,2,1,121
22296,92,15,1331,4,5,5,455
24740,453,10,759,1,3,2,132
16193,180,10,1069,2,3,4,234
39510,106,9,824,4,2,2,422
14282,113,8,784,4,2,2,422
13221,348,14,1244,1,5,5,155
32265,154,13,1286,3,5,5,355
37023,83,10,1312,4,3,5,435
6027,303,7,674,1,1,2,112
36431,7,13,835,5,5,3,553
14346,111,10,712,4,3,2,432
30410,451,15,1301,1,5,5,155
24200,26,11,937,5,4,3,543
17275,148,10,957,3,3,3,333
17577,106,10,1086,4,3,4,434
15006,601,5,499,1,1,1,111
17001,7,9,682,5,2,2,522
16819,128,9,508,3,2,1,321
31648,189,10,782,2,3,2,232
21379,48,16,1435,5,5,5,555
39672,118,8,799,4,2,2,422
34539,4,10,791,5,3,2,532
38813,110,12,913,4,4,3,443
37933,19,13,1406,5,5,5,555
14408,114,13,1111,4,5,4,454
37608,65,11,1095,5,4,4,544
24287,100,13,1239,4,5,5,455
11862,150,8,819,3,2,2,322
34273,9,7,530,5,1,1,511
23651,475,5,489,1,1,1,111
28968,160,12,979,3,4,3,343
25880,63,7,720,5,1,2,512
26523,86,5,525,4,1,1,411
15352,237,8,848,2,2,3,223
8670,412,4,365,1,1,1,111
18549,145,13,1520,3,5,5,355
23102,61,20,2039,5,5,5,555
29686,285,7,672,1,1,2,112
19583,161,14,1230,3,5,5,355
24285,79,8,713,4,2,2,422
28630,116,11,1127,4,4,4,444
35314,33,6,616,5,1,1,511
21921,101,9,790,4,2,2,422
21204,87,9,949,4,2,3,423
15276,124,15,1597,4,5,5,455
19905,208,8,478,2,2,1,221
25256,177,11,908,2,4,3,243
10740,46,16,1147,5,5,4,554
24763,216,9,956,2,2,3,223
21610,92,3,388,4,1,1,411
19821,178,7,502,2,1,1,211
5099,41,8,666,5,2,2,522
35234,122,9,941,4,2,3,423
26837,256,8,855,2,2,3,223
17087,153,9,727,3,2,2,322
20169,107,10,1046,4,3,4,434
5198,174,5,220,3,1,1,311
34888,271,4,534,1,1,1,111
31290,104,14,1259,4,5,5,455
18240,19,7,633,5,1,1,511
20438,189,13,1380,2,5,5,255
33641,57,12,1183,5,4,4,544
13845,60,9,880,5,2,3,523
37887,92,12,1243,4,4,5,445
32832,57,7,683,5,1,2,512
16065,117,6,335,4,1,1,411
8630,287,5,377,1,1,1,111
35088,281,10,1126,1,3,4,134
32600,411,11,830,1,4,3,143
1156,156,9,982,3,2,3,323
10084,94,13,1303,4,5,5,455
3858,101,11,1110,4,4,4,444
22293,4,13,1428,5,5,5,555
7739,100,15,2082,4,5,5,455
11685,306,9,755,1,2,2,122
6164,140,13,1246,3,5,5,355
16732,147,4,211,3,1,1,311
31502,179,10,867,2,3,3,233
13166,59,9,715,5,2,2,522
15199,101,11,774,4,4,2,442
2067,129,9,884,3,2,3,323
27913,121,13,1158,4,5,4,454
33420,140,9,735,3,2,2,322
17956,63,10,702,5,3,2,532
7729,106,5,558,4,1,1,411
4992,104,8,722,4,2,2,422
8746,57,10,733,5,3,2,532
20565,58,8,755,5,2,2,522
13598,263,10,912,2,3,3,233
20054,209,13,1192,2,5,4,254
19621,71,8,642,5,2,2,522
18574,38,13,985,5,5,3,553
25795,20,11,1220,5,4,4,544
32664,166,12,1368,3,4,5,345
25543,511,6,828,1,1,3,113
22418,58,13,1223,5,5,4,554
30294,55,8,799,5,2,2,522
26222,212,17,1608,2,5,5,255
15781,587,4,238,1,1,1,111
30563,27,8,894,5,2,3,523
38319,53,10,804,5,3,2,532
38136,15,9,765,5,2,2,522
12433,72,4,239,5,1,1,511
34527,18,12,1003,5,4,4,544
14696,156,9,1078,3,2,4,324
2898,352,7,908,1,1,3,113
1781,147,11,1117,3,4,4,344
13521,82,12,1120,4,4,4,444
4803,127,12,800,3,4,2,342
26667,12,13,1484,5,5,5,555
36647,149,9,924,3,2,3,323
19129,156,6,555,3,1,1,311
10489,83,7,615,4,1,1,411
38688,182,9,992,2,2,3,223
7893,69,11,1396,5,4,5,545
28632,5,9,773,5,2,2,522
12476,147,13,1602,3,5,5,355
31920,333,7,697,1,1,2,112
32858,52,16,1909,5,5,5,555
38582,162,11,799,3,4,2,342
27910,138,8,822,3,2,2,322
16240,210,9,801,2,2,2,222
22483,167,11,1093,3,4,4,344
27801,330,11,1222,1,4,4,144
24343,138,10,869,3,3,3,333
4828,189,14,1129,2,5,4,254
5632,212,7,386,2,1,1,211
12852,527,8,715,1,2,2,122
33469,166,7,1005,3,1,4,314
5092,189,10,702,2,3,2,232
20830,246,7,580,2,1,1,211
28639,30,11,886,5,4,3,543
8851,115,14,1510,4,5,5,455
1246,193,11,912,2,4,3,243
924,56,13,1704,5,5,5,555
14256,126,7,667,3,1,2,312
13616,44,11,875,5,4,3,543
39190,105,7,851,4,1,3,413
131,113,15,1383,4,5,5,455
16841,128,10,1271,3,3,5,335
31032,188,11,1303,2,4,5,245
37186,342,6,550,1,1,1,111
23186,310,12,1268,1,4,5,145
14947,420,9,535,1,2,1,121
31464,195,8,821,2,2,2,222
32444,52,7,732,5,1,2,512
30962,435,8,642,1,2,2,122
27192,466,9,966,1,2,3,123
29273,302,8,993,1,2,3,123
24573,266,6,817,1,1,2,112
15696,565,6,526,1,1,1,111
39590,544,3,315,1,1,1,111
19401,91,17,1070,4,5,4,454
13412,107,12,1234,4,4,5,445
13891,219,8,682,2,2,2,222
19462,356,11,960,1,4,3,143
28394,177,11,971,2,4,3,243
2880,23,11,1146,5,4,4,544
36419,31,9,838,5,2,3,523
13183,145,13,1262,3,5,5,355
17342,182,11,1117,2,4,4,244
7205,120,9,841,4,2,3,423
6318,166,11,1098,3,4,4,344
34059,30,8,591,5,2,1,521
33779,184,13,1387,2,5,5,255
26660,325,13,1348,1,5,5,155
7232,376,13,1379,1,5,5,155
19409,147,12,1099,3,4,4,344
31050,164,12,1464,3,4,5,345
29224,454,11,904,1,4,3,143
5034,26,12,1228,5,4,5,545
11760,158,9,883,3,2,3,323
28436,3,10,862,5,3,3,533
9949,106,9,767,4,2,2,422
261,172,13,1170,3,5,4,354
26510,63,14,1131,5,5,4,554
19110,213,8,741,2,2,2,222
27961,219,8,749,2,2,2,222
15514,362,9,666,1,2,2,122
32735,90,12,1549,4,4,5,445
3938,11,15,1373,5,5,5,555
17679,72,8,787,5,2,2,522
27472,377,10,996,1,3,3,133
19179,448,8,1008,1,2,4,124
19490,182,4,348,2,1,1,211
9945,193,13,1161,2,5,4,254
36964,202,10,1072,2,3,4,234
8592,414,9,1063,1,2,4,124
29380,80,9,534,4,2,1,421
33137,51,18,1728,5,5,5,555
3792,449,8,822,1,2,2,122
35832,194,8,403,2,2,1,221
32577,473,6,617,1,1,1,111
23468,28,13,1293,5,5,5,555
26325,264,7,780,2,1,2,212
5806,3,7,709,5,1,2,512
17733,184,10,722,2,3,2,232
38211,50,5,273,5,1,1,511
36602,119,11,815,4,4,2,442
20814,286,8,613,1,2,1,121
35112,27,11,1585,5,4,5,545
39365,184,9,643,2,2,2,222
491,240,12,1243,2,4,5,245
38961,170,12,1128,3,4,4,344
29916,186,4,328,2,1,1,211
37766,209,8,527,2,2,1,221
22876,75,7,932,5,1,3,513
24507,120,12,911,4,4,3,443
32319,98,8,628,4,2,1,421
1766,154,8,788,3,2,2,322
18033,73,9,789,5,2,2,522
2300,156,14,1671,3,5,5,355
9327,204,12,1006,2,4,4,244
23396,494,5,637,1,1,1,111
34927,146,12,908,3,4,3,343
2254,69,13,1506,5,5,5,555
24303,103,12,1031,4,4,4,444
39516,21,6,762,5,1,2,512
10116,30,10,883,5,3,3,533
17756,74,6,603,5,1,1,511
38485,135,15,1455,3,5,5,355
17772,170,9,1026,3,2,4,324
6725,69,8,542,5,2,1,521
8766,242,7,693,2,1,2,212
32020,348,11,1224,1,4,4,144
13126,281,10,872,1,3,3,133
9129,176,10,629,3,3,1,331
13222,205,13,1539,2,5,5,255
13458,72,22,2001,5,5,5,555
15928,228,8,742,2,2,2,222
6528,430,8,764,1,2,2,122
30654,156,8,684,3,2,2,322
4531,46,12,1285,5,4,5,545
18556,116,4,310,4,1,1,411
16733,64,9,795,5,2,2,522
32087,155,8,782,3,2,2,322
10234,46,12,1345,5,4,5,545
5624,56,14,1395,5,5,5,555
397,233,12,903,2,4,3,243
31430,205,4,462,2,1,1,211
38629,17,11,694,5,4,2,542
10639,350,11,1259,1,4,5,145
32523,86,15,1740,4,5,5,455
5393,349,8,462,1,2,1,121
27091,94,6,815,4,1,2,412
19211,439,7,938,1,1,3,113
17102,165,12,999,3,4,3,343
37494,85,4,169,4,1,1,411
15136,55,9,1068,5,2,4,524
27707,503,10,1005,1,3,4,134
11320,227,9,952,2,2,3,223
16050,20,15,1502,5,5,5,555
27125,56,8,505,5,2,1,521
31493,427,17,1218,1,5,4,154
38043,155,7,621,3,1,1,311
24614,13,15,1610,5,5,5,555
9616,109,7,758,4,1,2,412
29906,238,13,1403,2,5,5,255
9955,107,15,1975,4,5,5,455
23337,400,8,977,1,2,3,123
37093,206,5,556,2,1,1,211
2653,286,10,1010,1,3,4,134
4767,198,12,1379,2,4,5,245
11246,347,8,707,1,2,2,122
37429,475,9,1020,1,2,4,124
32385,497,10,956,1,3,3,133
7799,29,6,542,5,1,1,511
13863,146,11,1167,3,4,4,344
30840,54,7,853,5,1,3,513
12997,157,9,1015,3,2,4,324
5900,254,12,1240,2,4,5,245
28720,425,5,454,1,1,1,111
3087,161,8,919,3,2,3,323
6520,120,10,1010,4,3,4,434
13390,243,7,561,2,1,1,211
28950,98,9,869,4,2,3,423
74,121,7,712,4,1,2,412
6444,71,8,602,5,2,1,521
28255,133,13,1196,3,5,4,354
12247,251,12,1182,2,4,4,244
18652,184,12,992,2,4,3,243
26711,96,11,1129,4,4,4,444
18544,39,8,896,5,2,3,523
7215,58,13,1245,5,5,5,555
37201,163,8,531,3,2,1,321
18386,138,11,1330,3,4,5,345
18455,247,6,546,2,1,1,211
21951,104,13,1509,4,5,5,455
29324,117,11,838,4,4,3,443
9772,292,11,1074,1,4,4,144
19181,8,9,1021,5,2,4,524
14358,439,5,750,1,1,2,112
9352,211,6,487,2,1,1,211
27790,55,13,1461,5,5,5,555
17351,90,10,857,4,3,3,433
22306,86,9,677,4,2,2,422
15473,131,9,1111,3,2,4,324
19337,211,14,1243,2,5,5,255
10749,192,14,1238,2,5,5,255
38385,380,6,416,1,1,1,111
11816,97,15,1461,4,5,5,455
17181,95,6,778,4,1,2,412
13380,133,8,678,3,2,2,322
11586,20,11,822,5,4,2,542
23134,40,11,1162,5,4,4,544
10114,128,5,230,3,1,1,311
22883,164,14,1140,3,5,4,354
23732,359,6,404,1,1,1,111
28907,143,6,716,3,1,2,312
15760,20,8,753,5,2,2,522
19553,108,14,1298,4,5,5,455
12150,92,14,1168,4,5,4,454
23480,415,10,1336,1,3,5,135
4972,259,5,615,2,1,1,211
2002,175,10,1197,3,3,4,334
9204,180,14,1174,2,5,4,254
37037,175,7,909,3,1,3,313
21504,111,14,1227,4,5,5,455
36976,68,14,1372,5,5,5,555
37847,110,10,1004,4,3,4,434
16200,298,6,441,1,1,1,111
17809,169,8,709,3,2,2,322
7951,160,17,1374,3,5,5,355
6072,432,6,774,1,1,2,112
31892,194,9,822,2,2,2,222
7612,157,6,642,3,1,2,312
24095,189,16,1848,2,5,5,255
5503,99,14,1555,4,5,5,455
34154,430,8,785,1,2,2,122
13124,150,12,1260,3,4,5,345
18349,110,8,763,4,2,2,422
23793,158,5,400,3,1,1,311
17521,441,8,944,1,2,3,123
39732,243,6,764,2,1,2,212
34756,46,10,948,5,3,3,533
21931,176,7,421,3,1,1,311
20832,39,8,635,5,2,1,521
20604,222,11,1165,2,4,4,244
17664,304,11,1156,1,4,4,144
15314,200,3,95,2,1,1,211
24788,530,6,840,1,1,3,113
27634,93,8,696,4,2,2,422
17997,76,10,984,5,3,3,533
13296,145,7,756,3,1,2,312
39253,35,9,703,5,2,2,522
12256,191,7,755,2,1,2,212
5167,81,20,2008,4,5,5,455
8555,487,6,518,1,1,1,111
28010,470,12,1213,1,4,4,144
25836,52,7,559,5,1,1,511
20585,157,8,798,3,2,2,322
17682,92,16,1357,4,5,5,455
29729,87,9,948,4,2,3,423
22363,279,10,1169,1,3,4,134
21878,297,10,1046,1,3,4,134
24218,42,10,534,5,3,1,531
5161,100,11,1113,4,4,4,444
26727,161,11,957,3,4,3,343
6375,199,7,831,2,1,3,213
17900,182,9,905,2,2,3,223
30239,98,14,1527,4,5,5,455
30456,106,6,510,4,1,1,411
507,393,8,616,1,2,1,121
8189,341,7,622,1,1,1,111
6115,26,14,1611,5,5,5,555
761,35,5,457,5,1,1,511
25190,216,9,711,2,2,2,222
4162,117,13,998,4,5,3,453
37311,452,10,737,1,3,2,132
24509,146,9,823,3,2,2,322
31933,5,11,1062,5,4,4,544
6526,400,9,721,1,2,2,122
3481,69,7,644,5,1,2,512
32414,167,9,532,3,2,1,321
6679,372,12,1243,1,4,5,145
23779,68,7,657,5,1,2,512
30460,288,8,682,1,2,2,122
839,253,8,686,2,2,2,222
20042,435,9,1037,1,2,4,124
6138,371,8,628,1,2,1,121
8347,100,10,912,4,3,3,433
11877,172,7,773,3,1,2,312
4637,487,9,637,1,2,1,121
11229,136,8,758,3,2,2,322
10986,136,12,1343,3,4,5,345
29279,310,11,1079,1,4,4,144
39191,25,9,965,5,2,3,523
7872,15,12,1048,5,4,4,544
16159,304,10,1001,1,3,3,133
29108,124,12,1272,4,4,5,445
12956,134,11,700,3,4,2,342
37897,112,14,1486,4,5,5,455
15675,115,11,1052,4,4,4,444
18181,94,10,882,4,3,3,433
28185,402,7,595,1,1,1,111
24736,84,7,492,4,1,1,411
17174,238,9,1057,2,2,4,224
37040,109,6,617,4,1,1,411
14497,245,8,998,2,2,3,223
7824,91,10,1357,4,3,5,435
23365,146,8,609,3,2,1,321
22064,348,9,633,1,2,1,121
36125,67,13,950,5,5,3,553
18406,193,13,1239,2,5,5,255
23074,150,8,592,3,2,1,321
8242,97,15,1297,4,5,5,455
20996,97,13,1081,4,5,4,454
35295,125,5,450,4,1,1,411
12987,245,13,1122,2,5,4,254
24652,186,5,518,2,1,1,211
31437,221,10,883,2,3,3,233
3545,452,9,826,1,2,2,122
30128,197,8,741,2,2,2,222
25392,77,10,967,4,3,3,433
38850,323,8,732,1,2,2,122
1643,522,9,599,1,2,1,121
20103,201,8,827,2,2,3,223
30135,64,14,1250,5,5,5,555
21003,116,11,1047,4,4,4,444
17639,51,10,895,5,3,3,533
9668,2,12,920,5,4,3,543
39985,86,7,592,4,1,1,411
29720,155,8,902,3,2,3,323
35435,244,7,657,2,1,2,212
13529,368,7,870,1,1,3,113
2732,8,10,959,5,3,3,533
37880,8,12,1054,5,4,4,544
22322,111,6,546,4,1,1,411
12043,353,6,448,1,1,1,111
9781,49,10,1033,5,3,4,534
31919,360,5,359,1,1,1,111
8748,289,7,324,1,1,1,111
32125,50,12,814,5,4,2,542
18949,49,13,692,5,5,2,552
5355,157,13,1263,3,5,5,355
35425,36,10,894,5,3,3,533
22600,86,11,1092,4,4,4,444
28129,227,7,634,2,1,1,211
31060,40,11,1570,5,4,5,545
36158,492,7,823,1,1,2,112
30319,116,13,1203,4,5,4,454
8754,117,8,594,4,2,1,421
33713,397,13,1185,1,5,4,154
26472,333,13,1266,1,5,5,155
3227,119,8,639,4,2,1,421
36139,170,13,1371,3,5,5,355
32881,438,7,477,1,1,1,111
8502,135,11,805,3,4,2,342
17551,247,8,685,2,2,2,222
9508,223,8,853,2,2,3,223
4023,96,13,1211,4,5,4,454
13109,87,8,674,4,2,2,422
5838,276,6,818,1,1,2,112
38939,84,10,1041,4,3,4,434
13304,30,8,573,5,2,1,521
30921,105,13,1056,4,5,4,454
35216,234,10,1041,2,3,4,234
10844,99,5,710,4,1,2,412
19629,99,6,508,4,1,1,411
22721,47,9,849,5,2,3,523
3398,151,10,871,3,3,3,333
39911,130,11,1026,3,4,4,344
33887,111,14,1379,4,5,5,455
12006,235,11,1206,2,4,4,244
19481,199,10,890,2,3,3,233
28728,79,11,880,4,4,3,443
27625,247,11,892,2,4,3,243
14933,204,10,742,2,3,2,232
28916,95,8,829,4,2,3,423
38253,100,8,722,4,2,2,422
28026,117,8,677,4,2,2,422
37035,190,8,521,2,2,1,221
16685,158,9,1105,3,2,4,324
20562,301,8,533,1,2,1,121
21381,62,8,785,5,2,2,522
25536,219,8,869,2,2,3,223
32710,464,9,588,1,2,1,121
31064,63,7,612,5,1,1,511
22597,161,11,1551,3,4,5,345
298,81,10,823,4,3,2,432
4595,64,11,721,5,4,2,542
6234,138,9,876,3,2,3,323
34665,16,13,790,5,5,2,552
13473,162,6,394,3,1,1,311
38881,116,7,545,4,1,1,411
35376,131,13,1113,3,5,4,354
1496,70,9,604,5,2,1,521
31944,92,11,1056,4,4,4,444
35559,96,17,1725,4,5,5,455
35998,149,8,660,3,2,2,322
6595,350,9,1366,1,2,5,125
11321,264,6,530,2,1,1,211
13983,168,6,734,3,1,2,312
22507,101,9,1035,4,2,4,424
14402,156,6,767,3,1,2,312
36851,380,10,1123,1,3,4,134
10984,82,9,832,4,2,3,423
29840,467,3,414,1,1,1,111
26426,228,14,1177,2,5,4,254
28383,201,9,1133,2,2,4,224
31365,220,11,814,2,4,2,242
33849,72,12,1040,5,4,4,544
28321,72,5,357,5,1,1,511
11048,9,11,1136,5,4,4,544
37997,40,8,769,5,2,2,522
35640,372,11,1404,1,4,5,145
16306,72,7,609,5,1,1,511
20304,516,6,425,1,1,1,111
26429,105,14,1363,4,5,5,455
33355,60,11,1247,5,4,5,545
14359,84,11,909,4,4,3,443
92,14,15,1041,5,5,4,554
34201,91,9,864,4,2,3,423
22193,140,9,616,3,2,1,321
14117,252,9,709,2,2,2,222
4369,2,13,969,5,5,3,553
10761,557,8,586,1,2,1,121
34682,164,8,1014,3,2,4,324
17966,160,11,934,3,4,3,343
11834,46,9,642,5,2,2,522
11024,215,16,1877,2,5,5,255
8669,163,9,696,3,2,2,322
5019,59,11,1113,5,4,4,544
38066,403,14,1263,1,5,5,155
13507,100,13,1238,4,5,5,455
23700,123,15,1722,4,5,5,455
8862,215,5,509,2,1,1,211
11900,30,10,750,5,3,2,532
36046,273,7,861,1,1,3,113
